longitude,latitude,interpolated_nsb
113.89949596790314,22.209956000203437,10.483286491950842
113.90390559256707,22.209956000203437,10.483286492037259
113.908315217231,22.209956000203437,10.483286492141366
113.91272484189494,22.209956000203437,10.483286492260534
113.91713446655888,22.209956000203437,10.483286492391569
113.9215440912228,22.209956000203437,10.483286492531459
113.92595371588673,22.209956000203437,10.483286492677752
113.93036334055067,22.209956000203437,10.483286492828592
113.9347729652146,22.209956000203437,10.483286492982595
113.93918258987854,22.209956000203437,10.483286493138763
113.94359221454248,22.209956000203437,10.483286493296337
113.94800183920641,22.209956000203437,10.483286493454772
113.95241146387035,22.209956000203437,10.483286493613644
113.95682108853427,22.209956000203437,10.483286493772622
113.9612307131982,22.209956000203437,10.48328649393145
113.96564033786214,22.209956000203437,10.483286494089919
113.97004996252608,22.209956000203437,10.483286494247858
113.97445958719001,22.209956000203437,10.483286494405117
113.97886921185395,22.209956000203437,10.483286494561568
113.98327883651788,22.209956000203437,10.483286494717102
113.98768846118182,22.209956000203437,10.483286494871622
113.99209808584574,22.209956000203437,10.483286495025032
113.99650771050968,22.209956000203437,10.483286495177254
114.00091733517361,22.209956000203437,10.4832864953282
114.00532695983755,22.209956000203437,10.483286495477802
114.00973658450148,22.209956000203437,10.483286495625975
114.01414620916542,22.209956000203437,10.48328649577266
114.01855583382935,22.209956000203437,10.483286495917781
114.02296545849329,22.209956000203437,10.483286496061261
114.02737508315721,22.209956000203437,10.483286496203052
114.03178470782115,22.209956000203437,10.483286496343057
114.03619433248508,22.209956000203437,10.483286496481231
114.04060395714902,22.209956000203437,10.483286496617483
114.04501358181295,22.209956000203437,10.48328649675175
114.04942320647689,22.209956000203437,10.483286496883961
114.05383283114082,22.209956000203437,10.48328649701404
114.05824245580476,22.209956000203437,10.483286497141906
114.0626520804687,22.209956000203437,10.483286497267486
114.06706170513262,22.209956000203437,10.483286497390688
114.07147132979655,22.209956000203437,10.48328649751143
114.07588095446049,22.209956000203437,10.483286497629635
114.08029057912442,22.209956000203437,10.483286497745194
114.08470020378836,22.209956000203437,10.483286497858018
114.0891098284523,22.209956000203437,10.483286497968002
114.09351945311623,22.209956000203437,10.483286498075048
114.09792907778017,22.209956000203437,10.483286498179035
114.10233870244409,22.209956000203437,10.483286498279858
114.10674832710802,22.209956000203437,10.483286498377414
114.11115795177196,22.209956000203437,10.48328649847158
114.1155675764359,22.209956000203437,10.48328649856224
114.11997720109983,22.209956000203437,10.483286498649298
114.12438682576376,22.209956000203437,10.48328649873265
114.1287964504277,22.209956000203437,10.483286498812221
114.13320607509164,22.209956000203437,10.483286498887935
114.13761569975556,22.209956000203437,10.483286498959744
114.14202532441949,22.209956000203437,10.483286499027619
114.14643494908343,22.209956000203437,10.483286499091543
114.15084457374736,22.209956000203437,10.483286499151538
114.1552541984113,22.209956000203437,10.483286499207635
114.15966382307523,22.209956000203437,10.4832864992599
114.16407344773917,22.209956000203437,10.483286499308416
114.1684830724031,22.209956000203437,10.48328649935328
114.17289269706703,22.209956000203437,10.483286499394614
114.17730232173096,22.209956000203437,10.483286499432545
114.1817119463949,22.209956000203437,10.48328649946721
114.18612157105883,22.209956000203437,10.48328649949876
114.19053119572277,22.209956000203437,10.483286499527356
114.1949408203867,22.209956000203437,10.483286499553138
114.19935044505064,22.209956000203437,10.483286499576256
114.20376006971458,22.209956000203437,10.483286499596842
114.20816969437851,22.209956000203437,10.483286499615014
114.21257931904243,22.209956000203437,10.483286499630875
114.21698894370637,22.209956000203437,10.483286499644516
114.2213985683703,22.209956000203437,10.483286499656014
114.22580819303424,22.209956000203437,10.483286499665413
114.23021781769818,22.209956000203437,10.483286499672746
114.23462744236211,22.209956000203437,10.483286499678025
114.23903706702605,22.209956000203437,10.483286499681252
114.24344669168998,22.209956000203437,10.483286499682409
114.2478563163539,22.209956000203437,10.48328649968146
114.25226594101784,22.209956000203437,10.48328649967837
114.25667556568177,22.209956000203437,10.483286499673076
114.26108519034571,22.209956000203437,10.48328649979544
114.26549481500965,22.209956000203437,10.483286499965384
114.26990443967358,22.209956000203437,10.483286500132923
114.27431406433752,22.209956000203437,10.483286500297977
114.27872368900145,22.209956000203437,10.483286500460466
114.28313331366537,22.209956000203437,10.483286500620311
114.28754293832931,22.209956000203437,10.483286500777414
114.29195256299325,22.209956000203437,10.483286500931708
114.29636218765718,22.209956000203437,10.483286501083116
114.30077181232112,22.209956000203437,10.483286501231554
114.30518143698505,22.209956000203437,10.48328650137696
114.30959106164899,22.209956000203437,10.483286501519245
114.31400068631292,22.209956000203437,10.48328650165837
114.31841031097684,22.209956000203437,10.483286501794275
114.32281993564078,22.209956000203437,10.483286501926909
114.32722956030472,22.209956000203437,10.483286502056234
114.33163918496865,22.209956000203437,10.48328650218221
114.33604880963259,22.209956000203437,10.48328650230482
113.89949596790314,22.21280574914044,10.483286491931594
113.90390559256707,22.21280574914044,10.483286492019946
113.908315217231,22.21280574914044,10.483286492128258
113.91272484189494,22.21280574914044,10.483286492252894
113.91713446655888,22.21280574914044,10.48328649238972
113.9215440912228,22.21280574914044,10.483286492535134
113.92595371588673,22.21280574914044,10.483286492686453
113.93036334055067,22.21280574914044,10.483286492841758
113.9347729652146,22.21280574914044,10.483286492999714
113.93918258987854,22.21280574914044,10.48328649315937
113.94359221454248,22.21280574914044,10.48328649332005
113.94800183920641,22.21280574914044,10.48328649348127
113.95241146387035,22.21280574914044,10.483286493642662
113.95682108853427,22.21280574914044,10.483286493803936
113.9612307131982,22.21280574914044,10.48328649396487
113.96564033786214,22.21280574914044,10.483286494125302
113.97004996252608,22.21280574914044,10.483286494285066
113.97445958719001,22.21280574914044,10.483286494444034
113.97886921185395,22.21280574914044,10.483286494602112
113.98327883651788,22.21280574914044,10.483286494759191
113.98768846118182,22.21280574914044,10.483286494915184
113.99209808584574,22.21280574914044,10.483286495070015
113.99650771050968,22.21280574914044,10.483286495223597
114.00091733517361,22.21280574914044,10.483286495375866
114.00532695983755,22.21280574914044,10.483286495526752
114.00973658450148,22.21280574914044,10.483286495676175
114.01414620916542,22.21280574914044,10.483286495824075
114.01855583382935,22.21280574914044,10.483286495970388
114.02296545849329,22.21280574914044,10.483286496115042
114.02737508315721,22.21280574914044,10.48328649625798
114.03178470782115,22.21280574914044,10.483286496399119
114.03619433248508,22.21280574914044,10.483286496538405
114.04060395714902,22.21280574914044,10.483286496675753
114.04501358181295,22.21280574914044,10.483286496811107
114.04942320647689,22.21280574914044,10.483286496944391
114.05383283114082,22.21280574914044,10.48328649707552
114.05824245580476,22.21280574914044,10.483286497204436
114.0626520804687,22.21280574914044,10.483286497331047
114.06706170513262,22.21280574914044,10.483286497455277
114.07147132979655,22.21280574914044,10.483286497577042
114.07588095446049,22.21280574914044,10.483286497696243
114.08029057912442,22.21280574914044,10.483286497812799
114.08470020378836,22.21280574914044,10.483286497926603
114.0891098284523,22.21280574914044,10.483286498037545
114.09351945311623,22.21280574914044,10.483286498145532
114.09792907778017,22.21280574914044,10.483286498250441
114.10233870244409,22.21280574914044,10.48328649835216
114.10674832710802,22.21280574914044,10.483286498450564
114.11115795177196,22.21280574914044,10.48328649854554
114.1155675764359,22.21280574914044,10.48328649863696
114.11997720109983,22.21280574914044,10.483286498724722
114.12438682576376,22.21280574914044,10.483286498808711
114.1287964504277,22.21280574914044,10.48328649888884
114.13320607509164,22.21280574914044,10.483286498965033
114.13761569975556,22.21280574914044,10.48328649903723
114.14202532441949,22.21280574914044,10.483286499105404
114.14643494908343,22.21280574914044,10.483286499169534
114.15084457374736,22.21280574914044,10.483286499229656
114.1552541984113,22.21280574914044,10.483286499285795
114.15966382307523,22.21280574914044,10.483286499338018
114.16407344773917,22.21280574914044,10.48328649938642
114.1684830724031,22.21280574914044,10.48328649943111
114.17289269706703,22.21280574914044,10.483286499472218
114.17730232173096,22.21280574914044,10.483286499509886
114.1817119463949,22.21280574914044,10.483286499544276
114.18612157105883,22.21280574914044,10.483286499575545
114.19053119572277,22.21280574914044,10.48328649960386
114.1949408203867,22.21280574914044,10.483286499629385
114.19935044505064,22.21280574914044,10.483286499652289
114.20376006971458,22.21280574914044,10.483286499672712
114.20816969437851,22.21280574914044,10.483286499690792
114.21257931904243,22.21280574914044,10.483286499706635
114.21698894370637,22.21280574914044,10.483286499720368
114.2213985683703,22.21280574914044,10.483286499732053
114.22580819303424,22.21280574914044,10.483286499741778
114.23021781769818,22.21280574914044,10.483286499749594
114.23462744236211,22.21280574914044,10.483286499755575
114.23903706702605,22.21280574914044,10.483286499759817
114.24344669168998,22.21280574914044,10.483286499762533
114.2478563163539,22.21280574914044,10.483286499764295
114.25226594101784,22.21280574914044,10.483286499767317
114.25667556568177,22.21280574914044,10.483286499786823
114.26108519034571,22.21280574914044,10.483286499893502
114.26549481500965,22.21280574914044,10.483286500052223
114.26990443967358,22.21280574914044,10.483286500216462
114.27431406433752,22.21280574914044,10.48328650038017
114.27872368900145,22.21280574914044,10.483286500542059
114.28313331366537,22.21280574914044,10.483286500701661
114.28754293832931,22.21280574914044,10.483286500858716
114.29195256299325,22.21280574914044,10.483286501013067
114.29636218765718,22.21280574914044,10.483286501164583
114.30077181232112,22.21280574914044,10.483286501313163
114.30518143698505,22.21280574914044,10.483286501458714
114.30959106164899,22.21280574914044,10.48328650160115
114.31400068631292,22.21280574914044,10.483286501740396
114.31841031097684,22.21280574914044,10.483286501876398
114.32281993564078,22.21280574914044,10.483286502009085
114.32722956030472,22.21280574914044,10.483286502138428
114.33163918496865,22.21280574914044,10.483286502264379
114.33604880963259,22.21280574914044,10.483286502386914
113.89949596790314,22.215655498077442,10.483286491911946
113.90390559256707,22.215655498077442,10.483286492002666
113.908315217231,22.215655498077442,10.483286492116198
113.91272484189494,22.215655498077442,10.4832864922473
113.91713446655888,22.215655498077442,10.48328649239059
113.9215440912228,22.215655498077442,10.483286492541897
113.92595371588673,22.215655498077442,10.48328649269837
