location,month,nsb,latitude,longitude,location_id
"Cape D'Aguilar Radiation Monitoring Station, Hong Kong Observatory",1,9.918867195376032,22.209956000203437,114.25789943821088,1
"Cape D'Aguilar Radiation Monitoring Station, Hong Kong Observatory",2,9.580722391021268,22.209956000203437,114.25789943821088,1
"Cape D'Aguilar Radiation Monitoring Station, Hong Kong Observatory",3,9.23658280240488,22.209956000203437,114.25789943821088,1
"Cape D'Aguilar Radiation Monitoring Station, Hong Kong Observatory",4,8.891085338611294,22.209956000203437,114.25789943821088,1
"Cape D'Aguilar Radiation Monitoring Station, Hong Kong Observatory",5,8.307565642082624,22.209956000203437,114.25789943821088,1
"Cape D'Aguilar Radiation Monitoring Station, Hong Kong Observatory",6,8.031819002534752,22.209956000203437,114.25789943821088,1
"Cape D'Aguilar Radiation Monitoring Station, Hong Kong Observatory",7,8.338433210018176,22.209956000203437,114.25789943821088,1
"Cape D'Aguilar Radiation Monitoring Station, Hong Kong Observatory",8,8.549413901671107,22.209956000203437,114.25789943821088,1
"Cape D'Aguilar Radiation Monitoring Station, Hong Kong Observatory",12,0.0,22.209956000203437,114.25789943821088,1
Fanling Kau Yan College,1,8.96075901158232,22.48840923863297,114.13849028672956,2
Fanling Kau Yan College,2,8.70334838037601,22.48840923863297,114.13849028672956,2
Fanling Kau Yan College,3,8.34120950735822,22.48840923863297,114.13849028672956,2
Fanling Kau Yan College,4,7.854011575413821,22.48840923863297,114.13849028672956,2
Fanling Kau Yan College,5,7.652328199383926,22.48840923863297,114.13849028672956,2
Fanling Kau Yan College,6,7.596779753223603,22.48840923863297,114.13849028672956,2
Fanling Kau Yan College,7,7.889807782781101,22.48840923863297,114.13849028672956,2
Fanling Kau Yan College,8,8.172989751296626,22.48840923863297,114.13849028672956,2
Fanling Kau Yan College,10,0.0,22.48840923863297,114.13849028672956,2
Fanling Kau Yan College,11,9.122400101718815,22.48840923863297,114.13849028672956,2
Fanling Kau Yan College,12,9.12436503758135,22.48840923863297,114.13849028672956,2
Ho Koon Nature Education cum Astronomical Centre,1,13.7441826869828,22.38377864187607,114.10808853368688,3
Ho Koon Nature Education cum Astronomical Centre,2,13.365468208092484,22.38377864187607,114.10808853368688,3
Ho Koon Nature Education cum Astronomical Centre,3,12.755976615034095,22.38377864187607,114.10808853368688,3
Ho Koon Nature Education cum Astronomical Centre,4,12.147427487655731,22.38377864187607,114.10808853368688,3
Ho Koon Nature Education cum Astronomical Centre,5,11.718985433818872,22.38377864187607,114.10808853368688,3
Ho Koon Nature Education cum Astronomical Centre,6,11.524034303378816,22.38377864187607,114.10808853368688,3
Ho Koon Nature Education cum Astronomical Centre,7,12.017429118410227,22.38377864187607,114.10808853368688,3
Ho Koon Nature Education cum Astronomical Centre,8,12.263869442416931,22.38377864187607,114.10808853368688,3
Ho Koon Nature Education cum Astronomical Centre,10,1.934102564102564,22.38377864187607,114.10808853368688,3
Ho Koon Nature Education cum Astronomical Centre,11,14.225353627832456,22.38377864187607,114.10808853368688,3
Ho Koon Nature Education cum Astronomical Centre,12,14.105650252625242,22.38377864187607,114.10808853368688,3
Hong Kong Space Museum,1,13.569808087839762,22.29444456986258,114.17191521148304,4
Hong Kong Space Museum,2,13.178194254685584,22.29444456986258,114.17191521148304,4
Hong Kong Space Museum,3,12.720741405134278,22.29444456986258,114.17191521148304,4
Hong Kong Space Museum,6,10.373148180480383,22.29444456986258,114.17191521148304,4
Hong Kong Space Museum,7,10.620215021438854,22.29444456986258,114.17191521148304,4
Hong Kong Space Museum,8,10.79090986907379,22.29444456986258,114.17191521148304,4
Hong Kong Space Museum,10,0.0,22.29444456986258,114.17191521148304,4
Hong Kong Space Museum,11,8.781342838352046,22.29444456986258,114.17191521148304,4
Hong Kong Space Museum,12,8.923251604910464,22.29444456986258,114.17191521148304,4
Hong Kong Space Museum Sai Kung iObservatory,1,13.862819684078774,22.37657742023174,114.3360488096326,5
Hong Kong Space Museum Sai Kung iObservatory,2,13.352781743873988,22.37657742023174,114.3360488096326,5
Hong Kong Space Museum Sai Kung iObservatory,3,12.760056868867084,22.37657742023174,114.3360488096326,5
Hong Kong Space Museum Sai Kung iObservatory,4,12.279480636396372,22.37657742023174,114.3360488096326,5
Hong Kong Space Museum Sai Kung iObservatory,5,11.5487611067995,22.37657742023174,114.3360488096326,5
Hong Kong Space Museum Sai Kung iObservatory,6,11.21410588658748,22.37657742023174,114.3360488096326,5
Hong Kong Space Museum Sai Kung iObservatory,7,11.540527401894453,22.37657742023174,114.3360488096326,5
Hong Kong Space Museum Sai Kung iObservatory,8,11.943863932809467,22.37657742023174,114.3360488096326,5
Hong Kong Space Museum Sai Kung iObservatory,10,0.0,22.37657742023174,114.3360488096326,5
Hong Kong Space Museum Sai Kung iObservatory,11,9.904431440072598,22.37657742023174,114.3360488096326,5
Hong Kong Space Museum Sai Kung iObservatory,12,10.229843042822328,22.37657742023174,114.3360488096326,5
"King's Park Meteorological Station, Hong Kong Observatory",1,8.243426302407116,22.31174431719995,114.17285906915548,6
"King's Park Meteorological Station, Hong Kong Observatory",2,7.9776912010913374,22.31174431719995,114.17285906915548,6
"King's Park Meteorological Station, Hong Kong Observatory",3,7.656644271213056,22.31174431719995,114.17285906915548,6
"King's Park Meteorological Station, Hong Kong Observatory",4,7.1063724650430595,22.31174431719995,114.17285906915548,6
"King's Park Meteorological Station, Hong Kong Observatory",5,6.890312184958666,22.31174431719995,114.17285906915548,6
"King's Park Meteorological Station, Hong Kong Observatory",6,6.935873205741627,22.31174431719995,114.17285906915548,6
"King's Park Meteorological Station, Hong Kong Observatory",7,7.201136165064856,22.31174431719995,114.17285906915548,6
"King's Park Meteorological Station, Hong Kong Observatory",8,7.519248160247788,22.31174431719995,114.17285906915548,6
"King's Park Meteorological Station, Hong Kong Observatory",10,0.0,22.31174431719995,114.17285906915548,6
"King's Park Meteorological Station, Hong Kong Observatory",11,8.509091434516241,22.31174431719995,114.17285906915548,6
"King's Park Meteorological Station, Hong Kong Observatory",12,8.44969533367683,22.31174431719995,114.17285906915548,6
Mai Po Nature Reserve,1,9.262833988597288,22.492081144966715,114.03708786095474,7
Mai Po Nature Reserve,2,8.99597482638889,22.492081144966715,114.03708786095474,7
Mai Po Nature Reserve,3,8.6530052045944,22.492081144966715,114.03708786095474,7
Mai Po Nature Reserve,4,8.205663347997222,22.492081144966715,114.03708786095474,7
Mai Po Nature Reserve,5,7.896329844457394,22.492081144966715,114.03708786095474,7
Mai Po Nature Reserve,6,7.721590296183984,22.492081144966715,114.03708786095474,7
Mai Po Nature Reserve,7,7.9832539267927425,22.492081144966715,114.03708786095474,7
Mai Po Nature Reserve,8,7.396115278891307,22.492081144966715,114.03708786095474,7
Mai Po Nature Reserve,11,9.397081308221953,22.492081144966715,114.03708786095474,7
Mai Po Nature Reserve,12,9.59692069892473,22.492081144966715,114.03708786095474,7
"Shek Pik Tide Gauge Station, Hong Kong Observatory",1,9.701604103599058,22.232602496063414,113.89949596790314,8
"Shek Pik Tide Gauge Station, Hong Kong Observatory",2,9.285165081238718,22.232602496063414,113.89949596790314,8
"Shek Pik Tide Gauge Station, Hong Kong Observatory",3,8.644463209123266,22.232602496063414,113.89949596790314,8
"Shek Pik Tide Gauge Station, Hong Kong Observatory",4,17.303837749883776,22.232602496063414,113.89949596790314,8
"Shek Pik Tide Gauge Station, Hong Kong Observatory",6,9.446082165691742,22.232602496063414,113.89949596790314,8
"Shek Pik Tide Gauge Station, Hong Kong Observatory",7,7.91129539027784,22.232602496063414,113.89949596790314,8
"Shek Pik Tide Gauge Station, Hong Kong Observatory",8,8.198583762869866,22.232602496063414,113.89949596790314,8
"Shek Pik Tide Gauge Station, Hong Kong Observatory",10,0.0,22.232602496063414,113.89949596790314,8
"Shek Pik Tide Gauge Station, Hong Kong Observatory",11,9.50685752609786,22.232602496063414,113.89949596790314,8
"Shek Pik Tide Gauge Station, Hong Kong Observatory",12,9.58460703322499,22.232602496063414,113.89949596790314,8
The University of Hong Kong,1,12.075615377509546,22.28316824444163,114.1367198773876,9
The University of Hong Kong,2,11.725387599537196,22.28316824444163,114.1367198773876,9
The University of Hong Kong,3,11.173615461461615,22.28316824444163,114.1367198773876,9
The University of Hong Kong,4,10.472053806816376,22.28316824444163,114.1367198773876,9
The University of Hong Kong,5,10.104125014250585,22.28316824444163,114.1367198773876,9
The University of Hong Kong,6,10.027349330623004,22.28316824444163,114.1367198773876,9
The University of Hong Kong,7,10.45413976592898,22.28316824444163,114.1367198773876,9
The University of Hong Kong,8,10.80420199308898,22.28316824444163,114.1367198773876,9
The University of Hong Kong,10,0.0,22.28316824444163,114.1367198773876,9
The University of Hong Kong,11,12.526156642775527,22.28316824444163,114.1367198773876,9
The University of Hong Kong,12,12.451592630429422,22.28316824444163,114.1367198773876,9
"Tsim Bei Tsui Seismological Station, Hong Kong Observatory",1,13.74782492445457,22.4860780110886,114.01137579588864,10
"Tsim Bei Tsui Seismological Station, Hong Kong Observatory",2,13.32813228004414,22.4860780110886,114.01137579588864,10
"Tsim Bei Tsui Seismological Station, Hong Kong Observatory",3,12.786297748706062,22.4860780110886,114.01137579588864,10
"Tsim Bei Tsui Seismological Station, Hong Kong Observatory",4,12.079936894076871,22.4860780110886,114.01137579588864,10
"Tsim Bei Tsui Seismological Station, Hong Kong Observatory",5,11.480458911131496,22.4860780110886,114.01137579588864,10
"Tsim Bei Tsui Seismological Station, Hong Kong Observatory",6,11.488255926463474,22.4860780110886,114.01137579588864,10
"Tsim Bei Tsui Seismological Station, Hong Kong Observatory",7,12.00674909424589,22.4860780110886,114.01137579588864,10
"Tsim Bei Tsui Seismological Station, Hong Kong Observatory",8,12.2282921405426,22.4860780110886,114.01137579588864,10
"Tsim Bei Tsui Seismological Station, Hong Kong Observatory",10,0.0,22.4860780110886,114.01137579588864,10
"Tsim Bei Tsui Seismological Station, Hong Kong Observatory",11,14.176661707484548,22.4860780110886,114.01137579588864,10
"Tsim Bei Tsui Seismological Station, Hong Kong Observatory",12,14.20948559768424,22.4860780110886,114.01137579588864,10
